0 qid:1 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:725 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:725 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
1 qid:725 '1:2', '2:1', '3:1', '4:1', '5:0', '6:0'
0 qid:726 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:727 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:727 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:727 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:727 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:727 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:727 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:727 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:727 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:727 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:727 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:727 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:727 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:727 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:727 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:727 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:727 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:727 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:727 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:728 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
1 qid:728 '1:4', '2:4', '3:0', '4:0', '5:1', '6:0'
0 qid:728 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:728 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:728 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:728 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:728 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:728 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:728 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:728 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:729 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:729 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:729 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:729 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:729 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:729 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:729 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:729 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:729 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:729 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:729 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:729 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:729 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:729 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:729 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:729 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:729 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:729 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:729 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:729 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:730 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:730 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:730 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:730 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:730 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:730 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:730 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:730 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:730 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:730 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:730 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:730 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:730 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:730 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:730 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:730 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:730 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:730 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:730 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:731 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:731 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:731 '1:4', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:731 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:731 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:731 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:731 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:731 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
1 qid:731 '1:4', '2:4', '3:0', '4:0', '5:1', '6:1'
0 qid:731 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:731 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:731 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:731 '1:4', '2:3', '3:0', '4:0', '5:0', '6:1'
0 qid:731 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:731 '1:4', '2:3', '3:0', '4:0', '5:0', '6:1'
0 qid:731 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:731 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:731 '1:4', '2:3', '3:0', '4:0', '5:0', '6:1'
0 qid:732 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:732 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:732 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:732 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:732 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:732 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:732 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:732 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:732 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:732 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:732 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:732 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:732 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:733 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:733 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
1 qid:733 '1:2', '2:1', '3:1', '4:1', '5:0', '6:0'
0 qid:733 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:733 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:733 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:734 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:734 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:734 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:734 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:734 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:734 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:734 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:734 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:734 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:734 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:734 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:734 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:734 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:734 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:734 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:734 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:734 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:734 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:734 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:734 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:734 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:734 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:735 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:735 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:735 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:735 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:735 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:735 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:735 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:735 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:735 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:735 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:735 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:736 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:736 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:736 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:737 '1:6', '2:2', '3:0', '4:0', '5:0', '6:1'
0 qid:737 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:737 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:737 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:737 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:737 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:737 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:737 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:737 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:737 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:738 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:739 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:739 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:739 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:739 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:739 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:739 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:739 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:739 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:739 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:739 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:739 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:739 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:740 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:740 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:740 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:740 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:740 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:740 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:740 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:740 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:740 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:740 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:740 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:740 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:740 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:740 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:740 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:740 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:740 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:740 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:740 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:740 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:740 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:740 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:740 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:740 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:740 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:740 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:741 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:741 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:741 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:741 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:741 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:741 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:741 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:741 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:741 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:741 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:741 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:741 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:742 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:742 '1:4', '2:4', '3:0', '4:0', '5:0', '6:1'
0 qid:742 '1:4', '2:4', '3:0', '4:0', '5:0', '6:1'
0 qid:742 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:742 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:742 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
1 qid:742 '1:4', '2:4', '3:0', '4:0', '5:1', '6:0'
0 qid:742 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:742 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:742 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:742 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:742 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:742 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:742 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:742 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:742 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:742 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:743 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:744 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:744 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:744 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
1 qid:744 '1:2', '2:1', '3:1', '4:1', '5:0', '6:0'
0 qid:745 '1:6', '2:null', '3:0', '4:0', '5:0', '6:1'
0 qid:745 '1:6', '2:null', '3:0', '4:0', '5:0', '6:1'
0 qid:745 '1:6', '2:null', '3:0', '4:0', '5:0', '6:1'
0 qid:745 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:745 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:745 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:745 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:745 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:745 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:745 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:745 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:745 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:745 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:745 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:745 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:746 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:746 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:746 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:746 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:746 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:746 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:746 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:746 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:746 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:746 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:746 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:746 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:746 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:746 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:746 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:746 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:746 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:746 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:746 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:746 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:747 '1:2', '2:0', '3:0', '4:0', '5:0', '6:1'
0 qid:747 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
1 qid:747 '1:2', '2:1', '3:1', '4:1', '5:0', '6:0'
0 qid:747 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:747 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:747 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:747 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:748 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:1'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:null', '3:0', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:null', '3:0', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:null', '3:0', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:null', '3:0', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:null', '3:0', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:null', '3:0', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:1'
1 qid:749 '1:3', '2:4', '3:1', '4:1', '5:1', '6:0'
0 qid:749 '1:3', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:1'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:749 '1:3', '2:3', '3:0', '4:0', '5:0', '6:1'
0 qid:749 '1:3', '2:4', '3:1', '4:1', '5:0', '6:1'
0 qid:750 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:null', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:null', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:null', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:null', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:750 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:750 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
